game_id,season,week,team,season_type,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,total_off_points,total_def_points,extra_point,field_goal,kickoff,no_play,pass_snaps,punt,qb_kneel,qb_spike,rush_snaps,defense_snaps,st_snaps,rush_pct,pass_pct,home_win,home_loss,home_tie,away_win,away_loss,away_tie,win,loss,tie,record,win_pct,average_safety,average_interception,average_fumble,average_fumble_lost,average_fumble_forced,average_fumble_not_forced,average_fumble_out_of_bounds,average_solo_tackle,average_assist_tackle,average_tackle_with_assist,average_sack,average_qb_hit,average_def_touchdown,average_defensive_two_point_attempt,average_defensive_two_point_conv,average_defensive_extra_point_attempt,average_defensive_extra_point_conv
2012_01_SEA_ARI,2012,1,ARI,REG,0,1,2,1,1,1,0,55,6,4,3,8,0,0,0,0,0,16,0,1,4,5,13,37,4,0,0,33,70,14,0.47,0.53,1,0,0,0,0,0,1,0,0,'1-0-0,1,0,1,2,1,1,1,0,55,6,4,3,8,0,0,0,0,0
2012_02_ARI_NE,2012,2,ARI,REG,0,1,0,0,0,0,0,47,8,0,4,6,0,0,0,0,0,18,0,0,5,5,4,50,6,0,1,28,79,16,0.35,0.63,0,0,0,1,0,0,2,0,0,'2-0-0,1,0,1,1,0.5,0.5,0.5,0,51,7,2,3.5,7,0,0,0,0,0
2012_03_PHI_ARI,2012,3,ARI,REG,0,0,2,2,2,0,0,46,4,1,5,14,1,0,0,0,0,7,6,0,2,5,2,42,5,0,0,21,63,12,0.33,0.67,1,0,0,0,0,0,3,0,0,'3-0-0,1,0,0.666666667,1.333333333,1,1,0.333333333,0,49.33333333,6,1.666666667,4,9.333333333,0.333333333,0,0,0,0
2012_04_MIA_ARI,2012,4,ARI,REG,0,2,4,2,3,2,0,54,8,5,4,10,0,0,0,0,0,21,0,1,3,4,3,46,5,1,0,28,75,13,0.37,0.61,1,0,0,0,0,0,4,0,0,'4-0-0,1,0,1,2,1.25,1.5,0.75,0,50.5,6.5,2.5,4,9.5,0.25,0,0,0,0
2012_05_ARI_STL,2012,5,ARI,REG,0,1,0,0,0,0,0,35,5,0,1,6,0,0,0,0,0,17,0,2,1,2,5,22,7,4,0,28,54,12,0.52,0.41,0,0,0,0,1,0,4,1,0,'4-1-0,0.8,0,1,1.6,1,1.2,0.6,0,47.4,6.2,2,3.4,8.8,0.2,0,0,0,0
2012_06_BUF_ARI,2012,6,ARI,REG,0,1,1,1,1,0,0,52,7,2,2,2,0,0,0,0,0,17,0,2,1,7,3,34,8,0,1,33,68,18,0.49,0.5,0,1,0,0,0,0,4,2,0,'4-2-0,0.667,0,1,1.5,1,1.166666667,0.5,0,48.16666667,6.333333333,2,3.166666667,7.666666667,0.166666667,0,0,0,0
2012_07_ARI_MIN,2012,7,ARI,REG,0,2,0,0,0,0,0,34,9,0,3,4,0,0,0,0,0,15,0,3,0,3,6,20,7,0,0,27,47,13,0.57,0.43,0,0,0,0,1,0,4,3,0,'4-3-0,0.571,0,1.142857143,1.285714286,0.857142857,1,0.428571429,0,46.14285714,6.714285714,1.714285714,3.142857143,7.142857143,0.142857143,0,0,0,0
2012_08_SF_ARI,2012,8,ARI,REG,0,0,0,0,0,0,0,50,2,0,4,4,0,0,0,0,0,24,0,3,1,2,5,23,5,0,0,29,52,11,0.56,0.44,0,1,0,0,0,0,4,4,0,'4-4-0,0.5,0,1,1.125,0.75,0.875,0.375,0,46.625,6.125,1.5,3.25,6.75,0.125,0,0,0,0
2012_09_ARI_GB,2012,9,ARI,REG,0,1,3,1,1,2,0,41,12,8,1,3,0,0,0,0,0,31,0,4,2,4,4,31,6,4,0,35,70,16,0.5,0.44,0,0,0,0,1,0,4,5,0,'4-5-0,0.444,0,1,1.333333333,0.777777778,0.888888889,0.555555556,0,46,6.777777778,2.222222222,3,6.333333333,0.111111111,0,0,0,0
2012_11_ARI_ATL,2012,11,ARI,REG,0,5,2,1,2,0,1,53,5,0,1,5,0,0,0,0,0,17,0,2,3,6,3,47,4,3,0,21,71,15,0.3,0.66,0,0,0,0,1,0,4,6,0,'4-6-0,0.4,0,1.4,1.4,0.8,1,0.5,0.1,46.7,6.6,2,2.8,6.2,0.1,0,0,0,0
2012_12_STL_ARI,2012,12,ARI,REG,0,1,1,0,1,0,0,40,6,2,2,1,0,0,0,0,0,19,0,4,2,3,7,20,6,1,0,33,54,15,0.61,0.37,0,1,0,0,0,0,4,7,0,'4-7-0,0.364,0,1.363636364,1.363636364,0.727272727,1,0.454545455,0.090909091,46.09090909,6.545454545,2,2.727272727,5.727272727,0.090909091,0,0,0,0
2012_13_ARI_NYJ,2012,13,ARI,REG,0,3,1,1,1,0,0,55,9,0,3,5,0,0,0,0,0,7,0,1,2,2,4,31,6,0,0,43,74,11,0.58,0.42,0,0,0,0,1,0,4,8,0,'4-8-0,0.333,0,1.5,1.333333333,0.75,1,0.416666667,0.083333333,46.83333333,6.75,1.833333333,2.75,5.666666667,0.083333333,0,0,0,0
2012_14_ARI_SEA,2012,14,ARI,REG,0,1,2,2,1,1,0,36,16,3,1,3,1,0,0,0,0,47,6,7,3,1,5,23,3,1,0,41,65,14,0.63,0.35,0,0,0,0,1,0,4,9,0,'4-9-0,0.308,0,1.461538462,1.384615385,0.846153846,1,0.461538462,0.076923077,46,7.461538462,1.923076923,2.615384615,5.461538462,0.153846154,0,0,0,0
2012_15_DET_ARI,2012,15,ARI,REG,0,3,0,0,0,0,0,49,6,4,2,8,2,0,0,0,0,12,12,1,1,7,7,52,8,0,0,22,74,17,0.3,0.7,1,0,0,0,0,0,5,9,0,'5-9-0,0.357,0,1.571428571,1.285714286,0.785714286,0.928571429,0.428571429,0.071428571,46.21428571,7.357142857,2.071428571,2.571428571,5.642857143,0.285714286,0,0,0,0
2012_16_CHI_ARI,2012,16,ARI,REG,0,0,0,0,0,0,0,43,4,0,1,1,0,0,0,0,0,22,0,4,1,4,1,27,9,2,0,31,60,18,0.52,0.45,0,1,0,0,0,0,5,10,0,'5-10-0,0.333,0,1.466666667,1.2,0.733333333,0.866666667,0.4,0.066666667,46,7.133333333,1.933333333,2.466666667,5.333333333,0.266666667,0,0,0,0
2012_17_ARI_SF,2012,17,ARI,REG,0,0,1,0,1,0,1,41,13,13,1,4,0,0,0,0,0,27,0,3,4,4,2,30,4,2,0,35,67,15,0.52,0.45,0,0,0,0,1,0,5,11,0,'5-11-0,0.312,0,1.375,1.1875,0.6875,0.875,0.375,0.125,45.6875,7.5,2.625,2.375,5.25,0.25,0,0,0,0
2012_01_ATL_KC,2012,1,ATL,REG,0,2,1,1,1,0,0,58,2,0,3,5,0,0,0,0,0,24,0,3,2,9,0,36,1,1,0,32,69,15,0.46,0.52,0,0,0,1,0,0,1,0,0,'1-0-0,1,0,2,1,1,1,0,0,58,2,0,3,5,0,0,0,0,0
2012_02_DEN_ATL,2012,2,ATL,REG,0,3,1,1,1,0,0,50,7,0,3,6,0,0,0,0,0,21,0,3,0,6,10,40,5,0,0,27,67,14,0.4,0.6,1,0,0,0,0,0,2,0,0,'2-0-0,1,0,2.5,1,1,1,0,0,54,4.5,0,3,5.5,0,0,0,0,0
2012_03_ATL_SD,2012,3,ATL,REG,0,2,2,2,2,0,0,31,13,13,1,3,0,0,0,0,0,3,0,0,1,5,2,39,4,0,0,17,56,10,0.3,0.7,0,0,0,1,0,0,3,0,0,'3-0-0,1,0,2.333333333,1.333333333,1.333333333,1.333333333,0,0,46.33333333,7.333333333,4.333333333,2.333333333,4.666666667,0,0,0,0,0
2012_04_CAR_ATL,2012,4,ATL,REG,0,0,3,1,3,0,0,48,4,0,3,3,0,0,0,0,0,28,0,4,0,7,4,28,6,0,0,35,63,17,0.56,0.44,1,0,0,0,0,0,4,0,0,'4-0-0,1,0,1.75,1.75,1.25,1.75,0,0,46.75,6.5,3.25,2.5,4.25,0,0,0,0,0
2012_05_ATL_WAS,2012,5,ATL,REG,0,2,0,0,0,0,0,32,14,6,3,7,0,0,0,0,0,11,0,2,2,5,1,27,6,0,0,21,48,15,0.44,0.56,0,0,0,1,0,0,5,0,0,'5-0-0,1,0,1.8,1.4,1,1.4,0,0,43.8,8,3.8,2.6,4.8,0,0,0,0,0
2012_06_OAK_ATL,2012,6,ATL,REG,0,1,2,2,2,0,0,53,5,0,3,5,1,0,0,0,0,21,6,2,2,6,6,36,5,0,0,32,68,15,0.47,0.53,1,0,0,0,0,0,6,0,0,'6-0-0,1,0,1.666666667,1.5,1.166666667,1.5,0,0,45.33333333,7.5,3.166666667,2.666666667,4.833333333,0.166666667,0,0,0,0
2012_08_ATL_PHI,2012,8,ATL,REG,0,0,2,0,1,1,1,42,5,0,3,6,0,0,0,0,0,17,0,2,1,7,2,38,3,0,0,24,62,13,0.39,0.61,0,0,0,1,0,0,7,0,0,'7-0-0,1,0,1.428571429,1.571428571,1,1.428571429,0.142857143,0.142857143,44.85714286,7.142857143,2.714285714,2.714285714,5,0.142857143,0,0,0,0
2012_09_DAL_ATL,2012,9,ATL,REG,0,0,0,0,0,0,0,38,6,0,1,1,0,0,0,0,0,13,0,1,3,5,4,36,4,0,0,18,54,13,0.33,0.67,1,0,0,0,0,0,8,0,0,'8-0-0,1,0,1.25,1.375,0.875,1.25,0.125,0.125,44,7,2.375,2.5,4.5,0.125,0,0,0,0
2012_10_ATL_NO,2012,10,ATL,REG,0,1,0,0,0,0,0,41,11,0,1,2,0,0,0,0,0,31,0,4,1,6,2,33,5,1,0,28,62,16,0.45,0.53,0,0,0,0,1,0,8,1,0,'8-1-0,0.889,0,1.222222222,1.222222222,0.777777778,1.111111111,0.111111111,0.111111111,43.66666667,7.444444444,2.111111111,2.333333333,4.222222222,0.111111111,0,0,0,0
2012_11_ARI_ATL,2012,11,ATL,REG,0,0,1,1,1,0,0,43,4,0,3,5,1,0,0,0,0,20,6,1,4,5,2,30,8,0,0,26,56,18,0.46,0.54,1,0,0,0,0,0,9,1,0,'9-1-0,0.9,0,1.1,1.2,0.8,1.1,0.1,0.1,43.6,7.1,1.9,2.4,4.3,0.2,0,0,0,0
2012_12_ATL_TB,2012,12,ATL,REG,0,0,0,0,0,0,0,36,6,6,2,5,0,0,0,0,0,23,0,2,4,5,5,33,2,0,0,21,54,13,0.39,0.61,0,0,0,1,0,0,10,1,0,'10-1-0,0.909,0,1,1.090909091,0.727272727,1,0.090909091,0.090909091,42.90909091,7,2.272727273,2.363636364,4.363636364,0.181818182,0,0,0,0
2012_13_NO_ATL,2012,13,ATL,REG,0,5,0,0,0,0,0,52,5,0,1,6,0,0,0,0,0,13,0,1,2,6,6,51,4,0,0,23,74,13,0.31,0.69,1,0,0,0,0,0,11,1,0,'11-1-0,0.917,0,1.333333333,1,0.666666667,0.916666667,0.083333333,0.083333333,43.66666667,6.833333333,2.083333333,2.25,4.5,0.166666667,0,0,0,0
2012_14_ATL_CAR,2012,14,ATL,REG,0,0,1,0,1,0,1,41,12,0,1,4,0,0,0,0,0,30,0,3,3,4,3,36,2,2,0,30,68,12,0.44,0.53,0,0,0,0,1,0,11,2,0,'11-2-0,0.846,0,1.230769231,1,0.615384615,0.923076923,0.076923077,0.153846154,43.46153846,7.230769231,1.923076923,2.153846154,4.461538462,0.153846154,0,0,0,0
2012_15_NYG_ATL,2012,15,ATL,REG,0,2,1,1,1,0,0,34,8,0,1,3,0,0,0,0,0,,,0,1,7,1,26,2,0,0,21,47,10,0.45,0.55,1,0,0,0,0,0,12,2,0,'12-2-0,0.857,0,1.285714286,1,0.642857143,0.928571429,0.071428571,0.142857143,42.78571429,7.285714286,1.785714286,2.071428571,4.357142857,0.142857143,0,0,0,0
2012_16_ATL_DET,2012,16,ATL,REG,0,1,2,2,2,0,0,54,8,0,0,6,0,0,0,0,0,16,0,1,3,7,2,56,2,0,0,22,78,13,0.28,0.72,0,0,0,1,0,0,13,2,0,'13-2-0,0.867,0,1.266666667,1.066666667,0.733333333,1,0.066666667,0.133333333,43.53333333,7.333333333,1.666666667,1.933333333,4.466666667,0.133333333,0,0,0,0
2012_17_TB_ATL,2012,17,ATL,REG,0,1,0,0,0,0,0,49,2,0,0,2,0,0,0,0,0,22,0,1,3,4,2,36,5,0,0,30,66,13,0.45,0.55,0,1,0,0,0,0,13,3,0,'13-3-0,0.812,0,1.25,1,0.6875,0.9375,0.0625,0.125,43.875,7,1.5625,1.8125,4.3125,0.125,0,0,0,0
2012_19_SEA_ATL,2012,19,ATL,POST,0,1,1,1,1,0,0,35,12,0,2,4,0,0,0,0,0,28,0,4,0,7,3,38,3,0,0,28,66,14,0.42,0.58,1,0,0,0,0,0,14,3,0,'14-3-0,0.824,0,1.235294118,1,0.705882353,0.941176471,0.058823529,0.117647059,43.35294118,7.294117647,1.470588235,1.823529412,4.294117647,0.117647059,0,0,0,0
2012_20_SF_ATL,2012,20,ATL,POST,0,0,1,1,1,0,0,39,9,0,1,1,0,0,0,0,0,28,0,4,1,5,4,22,3,0,0,29,51,13,0.57,0.43,0,1,0,0,0,0,14,4,0,'14-4-0,0.778,0,1.166666667,1,0.722222222,0.944444444,0.055555556,0.111111111,43.11111111,7.388888889,1.388888889,1.777777778,4.111111111,0.111111111,0,0,0,0
2012_01_CIN_BAL,2012,1,BAL,REG,0,1,2,1,1,1,0,43,14,11,4,4,1,0,0,0,0,14,6,1,2,9,3,41,4,0,0,28,69,16,0.41,0.59,1,0,0,0,0,0,1,0,0,'1-0-0,1,0,1,2,1,1,1,0,43,14,11,4,4,1,0,0,0,0
2012_02_BAL_PHI,2012,2,BAL,REG,0,2,2,2,1,1,0,59,3,2,2,4,0,0,0,0,0,24,0,3,1,6,5,34,5,2,0,39,75,15,0.52,0.45,0,0,0,0,1,0,1,1,0,'1-1-0,0.5,0,1.5,2,1.5,1,1,0,51,8.5,6.5,3,4,0.5,0,0,0,0
2012_03_NE_BAL,2012,3,BAL,REG,0,0,2,0,0,2,0,47,15,14,2,5,0,0,0,0,0,30,0,3,3,5,6,43,4,0,0,34,77,15,0.44,0.56,1,0,0,0,0,0,2,1,0,'2-1-0,0.667,0,1,2,1,0.666666667,1.333333333,0,49.66666667,10.66666667,9,2.666666667,4.333333333,0.333333333,0,0,0,0
2012_04_CLE_BAL,2012,4,BAL,REG,0,1,0,0,0,0,0,33,11,11,1,9,1,0,0,0,0,17,6,1,3,5,1,52,7,0,1,17,70,16,0.24,0.74,1,0,0,0,0,0,3,1,0,'3-1-0,0.75,0,1,1.5,0.75,0.5,1,0,45.5,10.75,9.5,2.25,5.5,0.5,0,0,0,0
2012_05_BAL_KC,2012,5,BAL,REG,0,2,3,2,1,2,1,64,3,0,0,2,0,0,0,0,0,6,0,0,2,4,6,16,5,0,1,51,68,11,0.75,0.24,0,0,0,1,0,0,4,1,0,'4-1-0,0.8,0,1.2,1.8,1,0.6,1.2,0.2,49.2,9.2,7.6,1.8,4.8,0.4,0,0,0,0
2012_06_DAL_BAL,2012,6,BAL,REG,0,1,0,0,0,0,0,44,22,22,1,3,0,0,0,0,0,29,0,2,4,6,15,38,1,0,0,42,80,13,0.52,0.48,1,0,0,0,0,0,5,1,0,'5-1-0,0.833,0,1.166666667,1.5,0.833333333,0.5,1,0.166666667,48.33333333,11.33333333,10,1.666666667,4.5,0.333333333,0,0,0,0
2012_07_BAL_HOU,2012,7,BAL,REG,0,0,0,0,0,0,0,49,10,0,2,5,0,0,0,0,0,35,0,5,2,5,4,39,5,1,0,36,76,17,0.47,0.51,0,0,0,0,1,0,5,2,0,'5-2-0,0.714,0,1,1.285714286,0.714285714,0.428571429,0.857142857,0.142857143,48.42857143,11.14285714,8.571428571,1.714285714,4.571428571,0.285714286,0,0,0,0
2012_09_BAL_CLE,2012,9,BAL,REG,0,2,1,0,0,1,0,38,17,1,1,6,0,0,0,0,0,15,0,0,5,5,7,38,4,0,0,27,65,14,0.42,0.58,0,0,0,1,0,0,6,2,0,'6-2-0,0.75,0,1.125,1.25,0.625,0.375,0.875,0.125,47.125,11.875,7.625,1.625,4.75,0.25,0,0,0,0
2012_10_OAK_BAL,2012,10,BAL,REG,0,1,1,1,0,1,0,47,17,16,3,5,0,0,0,0,0,20,0,2,2,10,4,49,5,0,0,24,73,19,0.33,0.67,1,0,0,0,0,0,7,2,0,'7-2-0,0.778,0,1.111111111,1.222222222,0.666666667,0.333333333,0.888888889,0.111111111,47.11111111,12.44444444,8.555555556,1.777777778,4.777777778,0.222222222,0,0,0,0
2012_11_BAL_PIT,2012,11,BAL,REG,0,1,3,2,2,1,0,35,16,5,3,5,0,0,0,0,0,16,0,1,1,4,4,42,8,0,0,27,69,14,0.39,0.61,0,0,0,1,0,0,8,2,0,'8-2-0,0.8,0,1.1,1.4,0.8,0.5,0.9,0.1,45.9,12.8,8.2,1.9,4.8,0.2,0,0,0,0
2012_12_BAL_SD,2012,12,BAL,REG,0,0,0,0,0,0,0,39,17,17,6,6,0,0,0,0,0,13,0,1,2,4,5,42,9,0,0,23,65,16,0.35,0.65,0,0,0,1,0,0,9,2,0,'9-2-0,0.818,0,1,1.272727273,0.727272727,0.454545455,0.818181818,0.090909091,45.27272727,13.18181818,9,2.272727273,4.909090909,0.181818182,0,0,0,0
2012_13_PIT_BAL,2012,13,BAL,REG,0,2,2,1,0,2,0,45,9,9,2,6,0,0,0,0,0,23,0,2,3,5,2,39,4,0,0,26,65,14,0.4,0.6,0,1,0,0,0,0,9,3,0,'9-3-0,0.75,0,1.083333333,1.333333333,0.75,0.416666667,0.916666667,0.083333333,45.25,12.83333333,9,2.25,5,0.166666667,0,0,0,0
2012_14_BAL_WAS,2012,14,BAL,REG,0,0,3,1,2,1,1,28,28,9,3,7,0,0,0,0,0,31,0,2,3,5,7,31,5,0,0,36,67,15,0.54,0.46,0,0,0,0,1,0,9,4,0,'9-4-0,0.692,0,1,1.461538462,0.769230769,0.538461538,0.923076923,0.153846154,43.92307692,14,9,2.307692308,5.153846154,0.153846154,0,0,0,0
2012_15_DEN_BAL,2012,15,BAL,REG,0,0,2,0,1,1,1,45,19,19,2,5,0,0,0,0,0,28,0,4,3,4,4,30,8,2,0,43,75,19,0.57,0.4,0,1,0,0,0,0,9,5,0,'9-5-0,0.643,0,0.928571429,1.5,0.714285714,0.571428571,0.928571429,0.214285714,44,14.35714286,9.714285714,2.285714286,5.142857143,0.142857143,0,0,0,0
2012_16_NYG_BAL,2012,16,BAL,REG,0,0,0,0,0,0,0,34,7,7,3,9,0,0,0,0,0,14,0,2,0,8,4,31,8,0,0,14,45,18,0.31,0.69,1,0,0,0,0,0,10,5,0,'10-5-0,0.667,0,0.866666667,1.4,0.666666667,0.533333333,0.866666667,0.2,43.33333333,13.86666667,9.533333333,2.333333333,5.4,0.133333333,0,0,0,0
2012_17_BAL_CIN,2012,17,BAL,REG,0,0,1,0,0,1,0,28,11,0,2,2,0,0,0,0,0,17,0,2,3,4,3,28,7,2,0,19,49,16,0.39,0.57,0,0,0,0,1,0,10,6,0,'10-6-0,0.625,0,0.8125,1.375,0.625,0.5,0.875,0.1875,42.375,13.6875,8.9375,2.3125,5.1875,0.125,0,0,0,0
2012_18_IND_BAL,2012,18,BAL,POST,0,1,1,1,1,0,0,50,14,12,3,9,0,0,0,0,0,9,0,0,4,5,7,57,4,0,0,30,87,13,0.34,0.66,1,0,0,0,0,0,11,6,0,'11-6-0,0.647,0,0.823529412,1.352941176,0.647058824,0.529411765,0.823529412,0.176470588,42.82352941,13.70588235,9.117647059,2.352941176,5.411764706,0.117647059,0,0,0,0
2012_19_BAL_DEN,2012,19,BAL,POST,0,2,2,1,2,0,0,65,9,0,3,5,1,0,0,0,0,30,6,5,1,6,7,46,5,1,0,40,87,17,0.46,0.53,0,0,0,1,0,0,12,6,0,'12-6-0,0.667,0,0.888888889,1.388888889,0.666666667,0.611111111,0.777777778,0.166666667,44.05555556,13.44444444,8.611111111,2.388888889,5.388888889,0.166666667,0,0,0,0
2012_20_BAL_NE,2012,20,BAL,POST,0,2,1,1,1,0,0,33,22,0,0,7,0,0,0,0,0,13,0,1,2,5,1,52,5,0,2,28,82,13,0.34,0.63,0,0,0,1,0,0,13,6,0,'13-6-0,0.684,0,0.947368421,1.368421053,0.684210526,0.631578947,0.736842105,0.157894737,43.47368421,13.89473684,8.157894737,2.263157895,5.473684211,0.157894737,0,0,0,0
2012_21_BAL_SF,2012,21,BAL,POST,0,1,2,1,1,1,0,42,10,6,3,4,0,0,0,0,0,29,0,2,3,8,2,32,3,0,0,29,61,16,0.48,0.52,0,0,0,1,0,0,14,6,0,'14-6-0,0.7,0,0.95,1.4,0.7,0.65,0.75,0.15,43.4,13.7,8.05,2.3,5.4,0.15,0,0,0,0
2012_01_BUF_NYJ,2012,1,BUF,REG,0,1,2,0,2,0,0,39,10,0,0,0,0,0,0,0,0,36,0,6,2,5,5,26,2,0,1,36,63,15,0.57,0.41,0,0,0,0,1,0,0,1,0,'0-1-0,0,0,1,2,0,2,0,0,39,10,0,0,0,0,0,0,0,0
2012_02_KC_BUF,2012,2,BUF,REG,0,1,2,2,2,0,0,42,11,6,5,6,0,0,0,0,0,23,0,2,1,6,4,46,7,0,1,24,71,16,0.34,0.65,1,0,0,0,0,0,1,1,0,'1-1-0,0.5,0,1,2,1,2,0,0,40.5,10.5,3,2.5,3,0,0,0,0,0
2012_03_BUF_CLE,2012,3,BUF,REG,0,2,1,0,1,0,0,44,5,0,4,4,0,0,0,0,0,14,0,2,0,5,7,47,8,0,0,13,60,15,0.22,0.78,0,0,0,1,0,0,2,1,0,'2-1-0,0.667,0,1.333333333,1.666666667,0.666666667,1.666666667,0,0,41.66666667,8.666666667,2,3,3.333333333,0,0,0,0,0
2012_04_NE_BUF,2012,4,BUF,REG,0,0,3,2,3,0,1,31,26,21,1,2,0,0,0,0,0,52,0,7,3,5,0,37,3,0,0,40,77,18,0.52,0.48,0,1,0,0,0,0,2,2,0,'2-2-0,0.5,0,1,2,1,2,0,0.25,39,13,6.75,2.5,3,0,0,0,0,0
2012_05_BUF_SF,2012,5,BUF,REG,0,0,1,1,1,0,0,47,4,2,0,3,0,0,0,0,0,45,0,6,1,2,10,25,2,0,0,38,63,11,0.6,0.4,0,0,0,0,1,0,2,3,0,'2-3-0,0.4,0,0.8,1.8,1,1.8,0,0.2,40.6,11.2,5.8,2,3,0,0,0,0,0
2012_06_BUF_ARI,2012,6,BUF,REG,1,2,0,0,0,0,0,49,7,2,5,7,0,0,0,0,0,16,0,1,4,3,5,40,5,0,1,30,71,13,0.42,0.56,0,0,0,1,0,0,3,3,0,'3-3-0,0.5,0.166666667,1,1.5,0.833333333,1.5,0,0.166666667,42,10.5,5.166666667,2.5,3.666666667,0,0,0,0,0
2012_07_TEN_BUF,2012,7,BUF,REG,0,0,1,0,1,0,1,33,17,14,2,4,0,0,0,0,0,35,0,5,0,6,3,35,3,1,0,26,62,14,0.42,0.56,0,1,0,0,0,0,3,4,0,'3-4-0,0.429,0.142857143,0.857142857,1.428571429,0.714285714,1.428571429,0,0.285714286,40.71428571,11.42857143,6.428571429,2.428571429,3.714285714,0,0,0,0,0
2012_09_BUF_HOU,2012,9,BUF,REG,0,0,0,0,0,0,0,45,11,0,2,3,0,0,0,0,0,21,0,3,1,4,7,29,5,1,0,31,61,13,0.51,0.48,0,0,0,0,1,0,3,5,0,'3-5-0,0.375,0.125,0.75,1.25,0.625,1.25,0,0.25,41.25,11.375,5.625,2.375,3.625,0,0,0,0,0
2012_10_BUF_NE,2012,10,BUF,REG,0,0,0,0,0,0,0,40,10,0,1,3,0,0,0,0,0,37,0,4,3,6,5,39,2,0,0,29,68,15,0.43,0.57,0,0,0,0,1,0,3,6,0,'3-6-0,0.333,0.111111111,0.666666667,1.111111111,0.555555556,1.111111111,0,0.222222222,41.11111111,11.22222222,5,2.222222222,3.555555556,0,0,0,0,0
2012_11_MIA_BUF,2012,11,BUF,REG,0,2,1,1,1,0,0,28,18,15,3,5,0,0,0,0,0,20,0,2,1,5,7,31,6,0,0,24,55,14,0.44,0.56,1,0,0,0,0,0,4,6,0,'4-6-0,0.4,0.1,0.8,1.1,0.6,1.1,0,0.2,39.8,11.9,6,2.3,3.7,0,0,0,0,0
2012_12_BUF_IND,2012,12,BUF,REG,0,1,1,0,1,0,0,46,10,0,4,7,0,0,0,0,0,14,0,2,2,4,6,40,5,3,1,26,70,13,0.37,0.57,0,0,0,0,1,0,4,7,0,'4-7-0,0.364,0.090909091,0.818181818,1.090909091,0.545454545,1.090909091,0,0.181818182,40.36363636,11.72727273,5.454545455,2.454545455,4,0,0,0,0,0
2012_13_JAX_BUF,2012,13,BUF,REG,0,1,4,2,3,1,0,30,14,11,3,6,0,0,0,0,0,18,0,1,1,7,10,45,5,1,0,18,64,14,0.28,0.7,1,0,0,0,0,0,5,7,0,'5-7-0,0.417,0.083333333,0.833333333,1.333333333,0.666666667,1.25,0.083333333,0.166666667,39.5,11.91666667,5.916666667,2.5,4.166666667,0,0,0,0,0
2012_14_STL_BUF,2012,14,BUF,REG,0,1,2,0,1,1,0,30,20,14,1,4,0,0,0,0,0,15,0,1,0,4,1,41,8,1,0,26,68,13,0.38,0.6,0,1,0,0,0,0,5,8,0,'5-8-0,0.385,0.076923077,0.846153846,1.384615385,0.615384615,1.230769231,0.153846154,0.153846154,38.76923077,12.53846154,6.538461538,2.384615385,4.153846154,0,0,0,0,0
2012_15_SEA_BUF,2012,15,BUF,REG,0,0,0,0,0,0,0,30,16,15,2,3,0,0,0,0,0,44,0,6,3,3,3,25,2,0,0,32,57,14,0.56,0.44,0,1,0,0,0,0,5,9,0,'5-9-0,0.357,0.071428571,0.785714286,1.285714286,0.571428571,1.142857143,0.142857143,0.142857143,38.14285714,12.78571429,7.142857143,2.357142857,4.071428571,0,0,0,0,0
2012_16_BUF_MIA,2012,16,BUF,REG,0,0,2,0,1,1,1,46,2,0,2,4,0,0,0,0,0,24,0,3,2,3,2,27,5,2,0,33,62,13,0.53,0.44,0,0,0,0,1,0,5,10,0,'5-10-0,0.333,0.066666667,0.733333333,1.333333333,0.533333333,1.133333333,0.2,0.2,38.66666667,12.06666667,6.666666667,2.333333333,4.066666667,0,0,0,0,0
2012_17_NYJ_BUF,2012,17,BUF,REG,0,1,4,1,3,1,0,32,26,21,1,2,1,0,0,0,0,10,6,0,4,5,3,36,4,1,0,35,72,13,0.49,0.5,1,0,0,0,0,0,6,10,0,'6-10-0,0.375,0.0625,0.75,1.5,0.5625,1.25,0.25,0.1875,38.25,12.9375,7.5625,2.25,3.9375,0.0625,0,0,0,0
2012_01_CAR_TB,2012,1,CAR,REG,0,0,1,0,0,1,0,46,9,4,2,2,0,0,0,0,0,16,0,1,3,3,5,26,5,4,0,32,62,12,0.52,0.42,0,0,0,0,1,0,0,1,0,'0-1-0,0,0,0,1,0,0,1,0,46,9,4,2,2,0,0,0,0,0
2012_02_NO_CAR,2012,2,CAR,REG,0,2,1,0,1,0,0,39,19,0,1,4,1,0,0,0,0,28,6,3,2,6,1,50,3,1,0,26,77,14,0.34,0.65,1,0,0,0,0,0,1,1,0,'1-1-0,0.5,0,1,1,0,0.5,0.5,0,42.5,14,2,1.5,3,0.5,0,0,0,0
2012_03_NYG_CAR,2012,3,CAR,REG,0,0,2,1,1,1,0,40,17,0,2,3,0,0,0,0,0,36,0,3,5,2,1,39,2,0,0,29,68,12,0.43,0.57,0,1,0,0,0,0,1,2,0,'1-2-0,0.333,0,0.666666667,1.333333333,0.333333333,0.666666667,0.666666667,0,41.66666667,15,1.333333333,1.666666667,3,0.333333333,0,0,0,0
